Min time to complete: 44
Avg time to complete: 335.201
Max time to complete: 597
Variance of time to complete: 24858.976599
Agent 0 mean reward: -59.41676918061009
Agent 1 mean reward: -53.48697303005459
Agent 2 mean reward: -20.40014956148821
Agent 3 mean reward: -18.685669233765264
Agent 4 mean reward: -14.802660202652856
Agent 5 mean reward: -79.28978481254781
Agent 6 mean reward: -66.31803381251842
Agent 7 mean reward: -46.52662510115552
Agent 8 mean reward: -14.855064744759526
Agent 9 mean reward: -14.11969555093814
Agent 10 mean reward: -73.5784050677055
Agent 11 mean reward: -49.69993168396284
Agent 12 mean reward: -43.24407288837203
Agent 13 mean reward: -30.58640858982291
Agent 14 mean reward: -17.209951754045708
Agent 15 mean reward: -48.33100441813504
Agent 16 mean reward: -41.97833357494756
Agent 17 mean reward: -28.74508305378996
Agent 18 mean reward: -23.04006495152354
Agent 19 mean reward: -14.349576146350836

****Episode 1****
Mean reward:
Agent 0: -42.368691167414084
Agent 1: -45.884483268112334
Agent 2: -50.29331955940117
Agent 3: -50.329645557307
Agent 4: -76.97530308897561
Agent 5: -11.551341275004894
Agent 6: -46.3683033755068
Agent 7: -25.921727658287214
Agent 8: -53.47327097029987
Agent 9: -75.85110758514895
Agent 10: -89.10349073793444
Agent 11: -80.50573428829033
Agent 12: -78.80429263479287
Agent 13: -87.39903682595263
Agent 14: -114.95995667568735
Agent 15: -7.737759772618252
Agent 16: -122.28546351733092
Agent 17: 0.0
Agent 18: 0.0
Agent 19: -137.48885285060604
Time to complete: 302

****Episode 2****
Mean reward:
Agent 0: -24.809090326391004
Agent 1: -46.51740530311358
Agent 2: -11.503287256808122
Agent 3: -10.142219530025978
Agent 4: -53.156966304964
Agent 5: -109.17617675372307
Agent 6: -127.38696974231735
Agent 7: -188.93455064181407
Agent 8: -13.11952947303509
Agent 9: -51.86162756167212
Agent 10: -76.4618076766944
Agent 11: -108.31175166801597
Agent 12: -112.17557120229267
Agent 13: -48.33505804860278
Agent 14: -50.596792610136845
Agent 15: -88.161192519201
Agent 16: 3.948993365618287
Agent 17: -166.8860620147885
Agent 18: 0.0
Agent 19: 0.0
Time to complete: 222

****Episode 3****
Mean reward:
Agent 0: -44.560276110412914
Agent 1: -35.61945873958746
Agent 2: -28.78778594920108
Agent 3: -19.881410609224687
Agent 4: -20.618829582896254
Agent 5: -20.37107452445371
Agent 6: -46.751538732939174
Agent 7: -58.98907943569524
Agent 8: -18.410217387711334
Agent 9: -19.331389500684296
Agent 10: -127.68688712408125
Agent 11: -101.31474929850877
Agent 12: -61.419699537115704
Agent 13: -26.38002521680643
Agent 14: -21.05984461967285
Agent 15: -103.17458336105258
Agent 16: -94.47811643520798
Agent 17: -111.93416268546287
Agent 18: -115.05920925974695
Agent 19: 0.0
Time to complete: 254

****Episode 4****
Mean reward:
Agent 0: 0.0
Agent 1: -9.35970670378124
Agent 2: -9.038566167493606
Agent 3: -9.33948706806475
Agent 4: -9.687092643832093
Agent 5: 26.6277213972
Agent 6: 0.0
Agent 7: 0.0
Agent 8: -16.739069535171033
Agent 9: -3.390089356741404
Agent 10: -67.40466723344522
Agent 11: -41.48859337296859
Agent 12: -26.810237516130666
Agent 13: -22.784071886798372
Agent 14: -22.055007897780452
Agent 15: -62.78006826566889
Agent 16: -63.172563130021004
Agent 17: -78.9236589343461
Agent 18: -59.59994683731994
Agent 19: -74.22570585468623
Time to complete: 182

****Episode 5****
Mean reward:
Agent 0: -115.06651560960643
Agent 1: -101.26953526622239
Agent 2: -49.40873619541846
Agent 3: 0.49451613654544785
Agent 4: -1.513125659877044
Agent 5: -91.75992356212261
Agent 6: -63.75959939103949
Agent 7: -73.25223609589403
Agent 8: -0.8788882213670144
Agent 9: -1.2548583885923383
Agent 10: -43.6936601698121
Agent 11: -57.32333087429127
Agent 12: -71.53577274190056
Agent 13: 0.4296088229705501
Agent 14: 0.0
Agent 15: -23.334935016190286
Agent 16: -29.225028262021404
Agent 17: 0.0
Agent 18: 0.0
Agent 19: 0.0
Time to complete: 228

****Episode 6****
Mean reward:
Agent 0: 0.0
Agent 1: -5.572796935381769
Agent 2: -6.8421542512756925
Agent 3: -7.571766912547083
Agent 4: -12.105249240494505
Agent 5: -35.81910194386397
Agent 6: -24.034613406551777
Agent 7: -24.184188367592487
Agent 8: 1.367445755111081
Agent 9: -12.609155435665844
Agent 10: -77.6625010621542
Agent 11: -74.99150484586062
Agent 12: -71.91637237955187
Agent 13: -25.103152761508134
Agent 14: -1.7151279524257306
Agent 15: -87.42635651487558
Agent 16: -71.44499896326687
Agent 17: -72.37617061144297
Agent 18: -36.55684472191904
Agent 19: 0.0
Time to complete: 214

****Episode 7****
Mean reward:
Agent 0: -80.59110964271827
Agent 1: -72.22773228926624
Agent 2: -22.61177334883737
Agent 3: -30.32889668095054
Agent 4: -80.44544885695532
Agent 5: -69.75024239052387
Agent 6: -72.49158959448064
Agent 7: -30.030563862229613
Agent 8: -35.94946658562589
Agent 9: -71.1916505288111
Agent 10: -216.70256970350528
Agent 11: 0.0
Agent 12: -79.42554879688004
Agent 13: -81.62805175985946
Agent 14: -95.22378702369798
Agent 15: -217.46255991603033
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: -104.96636528291987
Time to complete: 378

****Episode 8****
Mean reward:
Agent 0: -47.5754668862563
Agent 1: -59.335564939607686
Agent 2: -218.62307898338128
Agent 3: -0.2827911200437213
Agent 4: -0.4079395872547284
Agent 5: -46.95486494121191
Agent 6: -74.20252931936733
Agent 7: -45.7858430488351
Agent 8: -0.33016237171018137
Agent 9: -0.43653181222105264
Agent 10: -125.5448492340363
Agent 11: -12.283435723392376
Agent 12: -30.473813329965587
Agent 13: -0.9312617350226853
Agent 14: -0.8436758690180244
Agent 15: -17.30838047550334
Agent 16: -6.66414422350392
Agent 17: -6.024525404655172
Agent 18: 0.0
Agent 19: 0.016889074537426087
Time to complete: 550

****Episode 9****
Mean reward:
Agent 0: -2.0598329642045585
Agent 1: -1.3938431721170532
Agent 2: 0.12668396277882935
