Min time to complete: 62
Avg time to complete: 344.023
Max time to complete: 586
Variance of time to complete: 23790.110471
Agent 0 mean reward: -65.25388679680688
Agent 1 mean reward: -60.16990451874792
Agent 2 mean reward: -20.672367125968925
Agent 3 mean reward: -18.559429150858517
Agent 4 mean reward: -14.940429544627223
Agent 5 mean reward: -82.17596727345492
Agent 6 mean reward: -66.56438219414936
Agent 7 mean reward: -49.71567588185523
Agent 8 mean reward: -17.031151256586273
Agent 9 mean reward: -13.739537153456114
Agent 10 mean reward: -74.36990952711206
Agent 11 mean reward: -46.4469342526249
Agent 12 mean reward: -43.099294635070166
Agent 13 mean reward: -26.986944350103638
Agent 14 mean reward: -17.591204252962715
Agent 15 mean reward: -46.140868897781
Agent 16 mean reward: -40.31789570007658
Agent 17 mean reward: -26.367497316462728
Agent 18 mean reward: -22.237942857491117
Agent 19 mean reward: -15.688056448740715

****Episode 1****
Mean reward:
Agent 0: -29.627195113804433
Agent 1: -32.28684591212421
Agent 2: -0.25278820009245173
Agent 3: -0.30135726897631004
Agent 4: -0.31522003899684303
Agent 5: -32.12533091521632
Agent 6: -67.59670165324908
Agent 7: -85.00410651584347
Agent 8: -0.43612886636470505
Agent 9: -0.09797887106837298
Agent 10: -84.77087788440096
Agent 11: -86.38106514179995
Agent 12: -85.43343941532929
Agent 13: -0.6265410146911778
Agent 14: -0.04454897503917653
Agent 15: -112.73144828844339
Agent 16: -143.89382939104593
Agent 17: -8.900429309209445
Agent 18: -9.64255173805898
Agent 19: -2.8954118389715156
Time to complete: 558

****Episode 2****
Mean reward:
Agent 0: -33.9492440254985
Agent 1: -65.46102330181061
Agent 2: -61.07854700952347
Agent 3: -68.97987135135018
Agent 4: 0.0
Agent 5: -81.95760248650203
Agent 6: -52.25401836695431
Agent 7: -52.635527840965665
Agent 8: -3.7385869217692336
Agent 9: 0.0
Agent 10: -23.85732095628982
Agent 11: -7.4259491419549155
Agent 12: -5.089466652309632
Agent 13: -0.3165467734947208
Agent 14: -1.8952798165839584
Agent 15: -25.533047230655722
Agent 16: -20.907537544122178
Agent 17: 0.0
Agent 18: 0.0
Agent 19: 1.0614649989908214
Time to complete: 138

****Episode 3****
Mean reward:
Agent 0: -34.71541519737626
Agent 1: -50.32081867319695
Agent 2: -6.986403792715294
Agent 3: -4.981827788876535
Agent 4: -6.947936996339724
Agent 5: -70.54210442261558
Agent 6: -52.57683471992159
Agent 7: 0.0
Agent 8: 0.0
Agent 9: -3.1015096501276584
Agent 10: -29.250994102210093
Agent 11: 0.0
Agent 12: 0.0
Agent 13: 0.0
Agent 14: -2.364280806292314
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: 1.3241323532840554
Time to complete: 116

****Episode 4****
Mean reward:
Agent 0: -168.9524342511472
Agent 1: -16.958741711939926
Agent 2: -0.8324543645286026
Agent 3: -2.1637947480877493
Agent 4: -1.923161592599636
Agent 5: -3.2394577273269256
Agent 6: -56.44661561813054
Agent 7: -69.8608117225221
Agent 8: -3.571272192646638
Agent 9: -1.8496217946761622
Agent 10: -98.17795437402776
Agent 11: -64.8863504311272
Agent 12: -61.19179913240604
Agent 13: -75.90942002326635
Agent 14: -66.58580039436092
Agent 15: -141.1007917831177
Agent 16: -91.85062660564655
Agent 17: -146.80395994427047
Agent 18: -89.42677040093098
Agent 19: -65.67294835019497
Time to complete: 408

****Episode 5****
Mean reward:
Agent 0: -30.216865118224575
Agent 1: -79.96326412980014
Agent 2: -56.12147046148205
Agent 3: -69.9115288177828
Agent 4: -76.15073404726891
Agent 5: -105.47893826667571
Agent 6: -35.48294519667918
Agent 7: -62.40293397430684
Agent 8: -8.318164339502927
Agent 9: -5.980207155768724
Agent 10: 0.0
Agent 11: 0.0
Agent 12: 0.0
Agent 13: -9.426880331804387
Agent 14: -8.236691391641505
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: 0.49451613654544785
Time to complete: 214

****Episode 6****
Mean reward:
Agent 0: -50.13340383159955
Agent 1: -50.35822364122259
Agent 2: -0.08185970117113057
Agent 3: -0.09272489883968478
Agent 4: -0.08527662039417502
Agent 5: -10.801117538438522
Agent 6: -39.60162420780043
Agent 7: -91.58141845066774
Agent 8: -0.2219706628382402
Agent 9: -0.01432694896950118
Agent 10: -89.00909996385616
Agent 11: -70.28665602173751
Agent 12: -78.80960203296712
Agent 13: -9.209604468816107
Agent 14: -0.18558823221423296
Agent 15: -55.25584305941518
Agent 16: -53.03629068790649
Agent 17: -119.06576418518215
Agent 18: -131.2560903517039
Agent 19: -0.005649156946958169
Time to complete: 586

****Episode 7****
Mean reward:
Agent 0: -32.62880118170788
Agent 1: -65.06637822106337
Agent 2: -23.6570123152188
Agent 3: -16.289799434757455
Agent 4: -6.392003561117585
Agent 5: -72.14077447934163
Agent 6: -68.57546156217066
Agent 7: 0.0
Agent 8: -2.2638546172832044
Agent 9: -5.141267077918386
Agent 10: -74.90986106529459
Agent 11: 0.0
Agent 12: 0.0
Agent 13: 0.9794611961397179
Agent 14: 0.0
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: 0.0
Time to complete: 146

****Episode 8****
Mean reward:
Agent 0: -100.79607435497218
Agent 1: -112.93792628626062
Agent 2: 0.0
Agent 3: -9.729143047341939
Agent 4: -11.044452792773507
Agent 5: -125.35887584953359
Agent 6: -100.3301578190431
Agent 7: -154.27469054585862
Agent 8: -11.4121426539172
Agent 9: -9.19941938521135
Agent 10: -56.46312423301665
Agent 11: -56.63380780861079
Agent 12: -10.902309730055833
Agent 13: -13.672092764288355
Agent 14: -20.84828705375658
Agent 15: -60.9577323921461
Agent 16: -59.39323825830228
Agent 17: -24.690885119332222
Agent 18: -26.831304360202502
Agent 19: -21.95723327401106
Time to complete: 306

****Episode 9****
Mean reward:
Agent 0: -80.20176517794148
Agent 1: -91.65024892072785
Agent 2: -19.744972821875958
Agent 3: -23.26488361890017
Agent 4: -36.15690438090309
Agent 5: -136.28738933130222
Agent 6: -138.79632880437856
Agent 7: 0.0
Agent 8: 0.6165404699077752
Agent 9: 0.0
Agent 10: -111.26280538978874
Agent 11: -81.2053841100599
Agent 12: 0.0
Agent 13: -47.324891847038344
Agent 14: 0.0
Agent 15: -90.98744164943807
Agent 16: -74.05846005167682
Agent 17: -75.83177956158782
Agent 18: -52.2930281102628
Agent 19: 0.0
Time to complete: 188

****Episode 10****
Mean reward:
Agent 0: -75.08234835766591
Agent 1: -77.11327036241002
Agent 2: -6.580224472497019
Agent 3: -23.661766055547453
Agent 4: -25.605046422461463
Agent 5: -95.82952678947865
Agent 6: -76.39641263445276
Agent 7: -111.34878650902571
Agent 8: -25.11966488132377
Agent 9: -19.604688495238012
Agent 10: -60.977221085871406
Agent 11: -2.6564650027011134
Agent 12: -2.2030472954323823
Agent 13: 0.1653528386004326
Agent 14: -1.3466971902577696
Agent 15: -4.650487532016079
Agent 16: -3.7785216160398414
Agent 17: -3.616336954893318
Agent 18: 0.0
Agent 19: 0.0
Time to complete: 172

****Episode 11****
Mean reward:
Agent 0: -43.8062130497755
Agent 1: -60.92616255546183
Agent 2: -25.005641900035535
Agent 3: 1.5349519821696513
Agent 4: -19.12968164390181
Agent 5: -74.19913784403252
Agent 6: -50.85538203019513
Agent 7: 0.0
Agent 8: -7.7634343412283116
Agent 9: -13.33610037086369
Agent 10: 0.0
Agent 11: 0.0
Agent 12: 0.0
Agent 13: -6.502003455730039
Agent 14: -10.758620618249369
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: 0.0
Time to complete: 116

****Episode 12****
Mean reward:
Agent 0: -16.954937058205207
Agent 1: -18.860454217532368
Agent 2: -19.016202550105046
Agent 3: -3.329468378021763
Agent 4: 0.0
Agent 5: 11.072702582523185
Agent 6: -21.524678578465934
Agent 7: -18.668015542402763
Agent 8: -1.7974524875544273
Agent 9: -4.5538653244399185
Agent 10: -69.39991128530298
Agent 11: -51.80377127234248
Agent 12: -34.46479817861797
Agent 13: -6.019656930383128
Agent 14: -5.180530041176296
Agent 15: -75.76029267426834
Agent 16: -60.006376932178604
Agent 17: 0.0
Agent 18: -7.180202280548583
Agent 19: -6.165166906031645
Time to complete: 254

****Episode 13****
Mean reward:
Agent 0: -205.04494350323128
Agent 1: -217.18262447418303
Agent 2: -223.2505230717996
Agent 3: -0.9925099974759993
Agent 4: -1.7686729645822723
Agent 5: -136.59048377176074
Agent 6: -23.424623518180866
Agent 7: -30.226773569932302
Agent 8: 0.3702417628479203
Agent 9: -6.985358218417158
Agent 10: -78.96855013803568
Agent 11: -49.462474231708114
Agent 12: -30.956011660691534
Agent 13: -7.098963289217843
Agent 14: -6.666563438507205
Agent 15: -69.4441112490693
Agent 16: -68.57113213572828
Agent 17: -62.59381905988953
Agent 18: -84.3963261969925
Agent 19: -92.19262476030461
Time to complete: 312

****Episode 14****
Mean reward:
Agent 0: 0.0
Agent 1: -32.82933181231799
Agent 2: -14.991443315602968
Agent 3: -19.195524557076553
Agent 4: 0.0
Agent 5: -53.146649532691434
Agent 6: -26.70043248542373
Agent 7: 0.0
Agent 8: -12.67424431168349
Agent 9: 1.234580281884576
Agent 10: 0.0
Agent 11: 0.0
Agent 12: 0.0
Agent 13: 0.48956531183712615
Agent 14: -5.766107756544613
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: 0.0
Time to complete: 64

****Episode 15****
Mean reward:
Agent 0: 0.0
Agent 1: 0.0
Agent 2: 0.0
Agent 3: -4.843285453229877
Agent 4: 0.0
Agent 5: -38.77423138817488
Agent 6: -62.291424672480744
Agent 7: -53.772504244155805
Agent 8: -3.1588262932676736
Agent 9: 0.2351196601333393
Agent 10: -74.04959002344371
Agent 11: -21.808113945123516
Agent 12: -33.76481434859971
Agent 13: -26.538479927000715
Agent 14: -1.812172907056437
Agent 15: -75.50015267217411
Agent 16: 0.0
Agent 17: -30.89530650016463
Agent 18: -29.481620547172845
Agent 19: 0.0
Time to complete: 156

****Episode 16****
Mean reward:
Agent 0: -98.95563767737629
Agent 1: -99.0747849291992
Agent 2: -70.89184739553795
Agent 3: -65.5538380965341
Agent 4: -13.955900573209519
Agent 5: -135.58747170179737
Agent 6: -154.33770502134774
Agent 7: -173.35573281875708
Agent 8: -15.419674357162624
Agent 9: -14.641265756461417
Agent 10: -82.43574921223714
Agent 11: -23.435881973204854
Agent 12: -139.68156120388184
Agent 13: -17.939315798235903
Agent 14: -16.926122757974085
Agent 15: -41.95812675428874
Agent 16: -54.226533138407184
Agent 17: -46.73913042606782
Agent 18: -31.438643303592734
Agent 19: 0.0
Time to complete: 370

****Episode 17****
Mean reward:
Agent 0: -43.148745524253115
Agent 1: -34.0210405671062
Agent 2: -12.139181792943269
Agent 3: -13.1674841045122
Agent 4: -13.134449045429037
Agent 5: -13.895304440076544
Agent 6: -32.13046440701839
Agent 7: -33.60712351077311
Agent 8: -11.061283013149975
Agent 9: -1.1908894964270695
Agent 10: -76.30628871091704
Agent 11: -44.05980931688373
Agent 12: -22.414511384678736
Agent 13: -2.1829962059740198
Agent 14: -1.2750028532207254
Agent 15: -107.09497197349441
Agent 16: -100.77690835538786
Agent 17: 0.0
Agent 18: 0.0
Agent 19: -0.13119490828519326
Time to complete: 334

****Episode 18****
Mean reward:
Agent 0: 0.0
Agent 1: 0.0
Agent 2: 0.0
Agent 3: -14.975082989097979
Agent 4: -15.122572238172543
Agent 5: 26.6277213972
Agent 6: -52.16720985723742
Agent 7: -50.23797796355988
Agent 8: -3.0306459835337467
Agent 9: -6.582110640527894
Agent 10: -64.71718793996037
Agent 11: -60.15360540317399
Agent 12: -50.000216238695856
Agent 13: -32.267625399841066
Agent 14: -29.646062425615703
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: -32.396017653273645
Agent 19: -28.964018587034545
Time to complete: 128

****Episode 19****
Mean reward:
Agent 0: -39.05003057053611
Agent 1: -46.555034990204966
Agent 2: -29.972997102396924
Agent 3: -0.9774480586882683
Agent 4: -0.9496011901862731
Agent 5: -49.491099191103295
Agent 6: -51.2701023686712
Agent 7: -30.871083071711162
Agent 8: 0.0
Agent 9: -0.8709890260140938
Agent 10: -90.92262563558577
Agent 11: -25.506185975470046
Agent 12: -29.54929400071917
Agent 13: -17.41702962676491
Agent 14: -14.251577927432308
Agent 15: -110.40802538191438
Agent 16: -104.88203601977881
Agent 17: -14.631913306282472
Agent 18: -13.475153623848554
Agent 19: -12.802135020974632
Time to complete: 412

****Episode 20****
Mean reward:
Agent 0: 0.0
Agent 1: 0.0
Agent 2: 0.0
Agent 3: -22.640150670182756
Agent 4: -22.149628958791062
Agent 5: 26.6277213972
Agent 6: 0.0
Agent 7: -58.61138711977279
Agent 8: -18.207645918646904
Agent 9: -13.957884770796886
Agent 10: -71.03470608914758
Agent 11: -66.34268687869462
Agent 12: -52.25993246510044
Agent 13: -44.65880233617365
Agent 14: -29.88401438701632
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: -2.148481334737716
Time to complete: 142

****Episode 21****
Mean reward:
Agent 0: -16.03355963063614
Agent 1: -21.025182987457104
Agent 2: -25.02332156415801
Agent 3: -29.595134178380853
Agent 4: -39.285934846413475
Agent 5: 12.851359319468067
Agent 6: 0.0
Agent 7: 0.0
Agent 8: -33.49724191144602
Agent 9: -35.72631933948533
Agent 10: -85.24006050141064
Agent 11: -116.22539643836869
Agent 12: 0.0
Agent 13: -80.38136598121467
Agent 14: -70.07609113297603
Agent 15: -10.873472199031063
Agent 16: -112.58794696727719
Agent 17: -106.25589331497098
Agent 18: -80.87822120952404
Agent 19: -74.75845822588836
Time to complete: 212

****Episode 22****
Mean reward:
Agent 0: -4.7021625761004255
Agent 1: -3.5498822101345135
Agent 2: 0.1623945170860522
Agent 3: -1.513146108130524
Agent 4: -1.7786616249173317
Agent 5: -45.856878951028946
Agent 6: -84.81076640365016
Agent 7: -56.11244195033967
Agent 8: -1.4225856673679327
Agent 9: -1.5758447335699568
Agent 10: -73.48117758263264
Agent 11: -68.6622558746569
Agent 12: -44.608417954033165
Agent 13: -31.071579955763614
Agent 14: -56.46621367026529
Agent 15: -89.66450138161822
Agent 16: -79.04757210955381
Agent 17: -65.99270060985766
Agent 18: -64.30465589228406
Agent 19: -64.98758295639115
Time to complete: 444

