Min time to complete: 42
Avg time to complete: 185.276
Max time to complete: 647
Variance of time to complete: 17459.767824
Agent 0 mean reward: -179.25005753354472
Agent 1 mean reward: -167.64864164464024
Agent 2 mean reward: -119.17389832536244
Agent 3 mean reward: -101.99341508118688
Agent 4 mean reward: -84.95688209195472
Agent 5 mean reward: -242.66102071521806
Agent 6 mean reward: -159.98605352769553
Agent 7 mean reward: -124.78370490396011
Agent 8 mean reward: -93.40758931628582
Agent 9 mean reward: -70.46882062933199
Agent 10 mean reward: -166.08564875024976
Agent 11 mean reward: -116.39321307325356
Agent 12 mean reward: -108.99015715098578
Agent 13 mean reward: -94.20095840628387
Agent 14 mean reward: -80.27913036325786
Agent 15 mean reward: -115.11599574680324
Agent 16 mean reward: -107.07051046028862
Agent 17 mean reward: -72.37918567470909
Agent 18 mean reward: -64.85793027189432
Agent 19 mean reward: -73.07717461647592

****Episode 1****
Mean reward:
Agent 0: 0.0
Agent 1: -51.82258356616054
Agent 2: 3.968071418218277
Agent 3: 2.958801493553121
Agent 4: -31.221968211820457
Agent 5: -76.07920399199999
Agent 6: -915.6285916612457
Agent 7: 0.0
Agent 8: 0.0
Agent 9: -1918.2894561316955
Agent 10: 0.0
Agent 11: 0.0
Agent 12: 0.0
Agent 13: -731.7779629165665
Agent 14: -542.2047294236263
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: -8.885185150567505
Time to complete: 86

****Episode 2****
Mean reward:
Agent 0: 0.0
Agent 1: 0.0
Agent 2: 0.0
Agent 3: 0.0
Agent 4: -7.130100630085605
Agent 5: 26.6277213972
Agent 6: 0.0
Agent 7: 0.0
Agent 8: 0.0
Agent 9: -3.4019223624317485
Agent 10: -387.57519996497666
Agent 11: -33.78645245301416
Agent 12: -31.789537967231205
Agent 13: -29.858720904946498
Agent 14: -463.80376448200155
Agent 15: 0.0
Agent 16: 0.0
Agent 17: -21.35892951861405
Agent 18: -649.2392478746133
Agent 19: -11.544847397801668
Time to complete: 90

****Episode 3****
Mean reward:
Agent 0: -530.7824096902508
Agent 1: -106.48385176913156
Agent 2: -206.1915703144504
Agent 3: -59.867375624168055
Agent 4: -138.04705016488484
Agent 5: -1071.3991798399657
Agent 6: -550.3085177948552
Agent 7: -302.49516877989606
Agent 8: -343.01306517894267
Agent 9: -108.32307081448114
Agent 10: -95.41812374736246
Agent 11: -62.43460042901049
Agent 12: -1064.2314720878144
Agent 13: -170.15936736356932
Agent 14: -416.0689320727437
Agent 15: -324.7703824719355
Agent 16: -63.300223803508885
Agent 17: 0.0
Agent 18: -92.75208296176697
Agent 19: 0.3023058699062942
Time to complete: 272

****Episode 4****
Mean reward:
Agent 0: -140.91956941823204
Agent 1: -247.79395735547322
Agent 2: -530.9161484292756
Agent 3: -165.96806498002854
Agent 4: -363.3001516879552
Agent 5: -256.5511364986514
Agent 6: -36.75001563107215
Agent 7: -40.7170698634847
Agent 8: -659.5175809649945
Agent 9: -123.48459817809471
Agent 10: -110.62662315898217
Agent 11: -56.315111150822815
Agent 12: -39.78914022000897
Agent 13: -109.0534844902917
Agent 14: -50.52534502093761
Agent 15: -105.810770771695
Agent 16: -697.8129404415826
Agent 17: -92.59540055504384
Agent 18: -82.61769089242958
Agent 19: 0.0
Time to complete: 234

****Episode 5****
Mean reward:
Agent 0: -449.5959177077507
Agent 1: -28.875109824234762
Agent 2: 1.4308707208045517
Agent 3: -371.29411765128623
Agent 4: 0.0
Agent 5: -523.9624230411634
Agent 6: 0.0
Agent 7: 0.0
Agent 8: -14.333646495218126
Agent 9: 1.3379435171393605
Agent 10: 0.0
Agent 11: 0.0
Agent 12: 0.0
Agent 13: 0.0
Agent 14: -643.0078081943403
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: -596.6615911130455
Time to complete: 60

****Episode 6****
Mean reward:
Agent 0: -151.16785299317672
Agent 1: -163.53097951648178
Agent 2: 0.0
Agent 3: -92.20914693859802
Agent 4: -5.971820925778555
Agent 5: -540.886637145288
Agent 6: 0.0
Agent 7: 0.0
Agent 8: -0.291341276557587
Agent 9: -347.888764958925
Agent 10: -2002.7611502550883
Agent 11: -388.5939821715999
Agent 12: -66.25952100685613
Agent 13: -699.2412072437525
Agent 14: -243.6306688755713
Agent 15: -362.18466601503764
Agent 16: -81.25276139502803
Agent 17: -19.568830114060106
Agent 18: -282.00195498667733
Agent 19: -687.4486491222681
Time to complete: 212

****Episode 7****
Mean reward:
Agent 0: -268.1240778032155
Agent 1: -1423.7681509566698
Agent 2: -51.390111087096976
Agent 3: -94.35542777650755
Agent 4: -103.06825365306908
Agent 5: -423.5250904523271
Agent 6: -375.7879316448931
Agent 7: -211.90834948629944
Agent 8: -109.89110935476207
Agent 9: -24.098598485528328
Agent 10: -541.8117288036866
Agent 11: -436.910742086195
Agent 12: -67.07168230718493
Agent 13: -140.68427738069082
Agent 14: -28.882975610197185
Agent 15: -86.39430486065264
Agent 16: -384.5950303730261
Agent 17: -33.638061281566074
Agent 18: -31.514163985795424
Agent 19: -29.67146861244338
Time to complete: 276

****Episode 8****
Mean reward:
Agent 0: 0.0
Agent 1: 0.0
Agent 2: 0.0
Agent 3: 0.0
Agent 4: -9.561885203597921
Agent 5: 26.6277213972
Agent 6: 0.0
Agent 7: 0.0
Agent 8: 0.0
Agent 9: -6.526156475739264
Agent 10: -61.90339715996208
Agent 11: -47.48058451395663
Agent 12: -368.49759832869887
Agent 13: -35.90441266359156
Agent 14: -189.37806720422526
Agent 15: 0.0
Agent 16: -302.69687056073354
Agent 17: -507.9578368281421
Agent 18: -32.43620746198054
Agent 19: -168.87348065923348
Time to complete: 124

****Episode 9****
Mean reward:
Agent 0: -111.6403721542437
Agent 1: -299.59712785876627
Agent 2: -7.6703417235792095
Agent 3: -154.69650361219132
Agent 4: -19.90455563745774
Agent 5: -541.5144549278031
Agent 6: -830.4122930613431
Agent 7: -329.40805774483493
Agent 8: -196.38709666162327
Agent 9: -86.23133005754656
Agent 10: -450.03788315089844
Agent 11: -80.51653493910705
Agent 12: -333.79529332709177
Agent 13: -373.044977643041
Agent 14: -15.363677081409728
