Min time to complete: 50
Avg time to complete: 344.184
Max time to complete: 594
Variance of time to complete: 24763.596144000003
Agent 0 mean reward: -59.14168743387984
Agent 1 mean reward: -56.44522279011275
Agent 2 mean reward: -19.43509911219889
Agent 3 mean reward: -18.19859019984405
Agent 4 mean reward: -13.668732645364678
Agent 5 mean reward: -82.17803512400451
Agent 6 mean reward: -65.4938511973544
Agent 7 mean reward: -50.46783244335773
Agent 8 mean reward: -15.36380335993161
Agent 9 mean reward: -12.73277807229462
Agent 10 mean reward: -74.36606921786785
Agent 11 mean reward: -49.05595667286814
Agent 12 mean reward: -43.319717964854014
Agent 13 mean reward: -27.433756288260337
Agent 14 mean reward: -17.271165639332814
Agent 15 mean reward: -48.38161707771754
Agent 16 mean reward: -41.807122029087104
Agent 17 mean reward: -26.738162708794846
Agent 18 mean reward: -22.647917117845704
Agent 19 mean reward: -15.399525005162344

****Episode 1****
Mean reward:
Agent 0: -6.240180379718462
Agent 1: -7.529876250478572
Agent 2: -33.67461977160596
Agent 3: -25.332382004231306
Agent 4: -27.390084216636573
Agent 5: 20.98488573373925
Agent 6: 0.0
Agent 7: 0.0
Agent 8: -23.266564137296918
Agent 9: -26.723208290237306
Agent 10: -76.34180916740928
Agent 11: -74.05964707313191
Agent 12: -73.24102992861968
Agent 13: -50.4488495156141
Agent 14: -54.367901781165585
Agent 15: 0.0
Agent 16: 0.0
Agent 17: 0.0
Agent 18: 0.0
Agent 19: 0.0
Time to complete: 154

****Episode 2****
Mean reward:
Agent 0: -99.21444272543883
Agent 1: -36.680162137535056
Agent 2: -36.12736022646192
Agent 3: -6.105776350937292
Agent 4: -0.7131919173349349
Agent 5: -49.65570332871944
Agent 6: -39.82704332004243
Agent 7: -9.923750421426362
Agent 8: -0.3708488512653433
Agent 9: -0.748305149776612
Agent 10: -70.76634881435649
Agent 11: -53.91887195893256
Agent 12: -9.143404502021811
Agent 13: -8.079724334962902
Agent 14: -0.925661436663938
Agent 15: -59.772364816209425
Agent 16: -59.39438395851888
Agent 17: -65.94700157572596
Agent 18: -13.140345966347065
Agent 19: -0.32232938205818923
Time to complete: 594

****Episode 3****
Mean reward:
Agent 0: -30.40947518835618
